pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag_x,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,date,open,high,low,close,volume,open_count,high_count,low_count,close_count,max_count,date_1d,open_1d,high_1d,low_1d,close_1d,volume_1d,sma200_1d,ichimoku-tenkan_1d,ichimoku-kinjun_1d,ichimoku-spanA_1d,ichimoku-spanB_1d,ichimoku-chiku_1d,close_sup_sma200_1d,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,sma200_4h,close_sup_sma200_4h,volume_sma,ichimoku-tenkan,ichimoku-kinjun,ichimoku-spanA,ichimoku-spanB,ichimoku-chiku,ichimoku-spanA-futur,ichimoku-spanB-futur,ichimoku-futur,sma200,atr,stoploss_prices,kinjun_threshold,engulfing,last_candle_under_cloud,custom_sell_signal,custom_exit_signal,adx_range,is_hammer,is_bullish_engulfing,is_strong_bullish_candle,rsi,atr_strength,adx,close_sup_sma200,ichimoku-chiku-free,kinjun_flat,ichimoku-tenkan_sup_kinjun,tenkan_kinjun_increasing,kinjun_proximity,tenkan_proximity,proximity,volume_sup_avg,enter_tag_y,enter_long,timestamp,entry_type,is_loss
XRP/USDT,328.6772,328.6772,586.4,2024-08-03 03:00:00,2024-08-04 14:20:00+00:00,0.5605,0.5371,0.001,0.001,2120,-0.04366302742752341,-14.36539264,stop_loss,0.5325,-0.05,0.5371,-0.04188462209365995,0.5359,0.5777,0,hammer_rebond,1.0,0,1722654000000,1722781200000,"[{'amount': 586.4, 'safe_price': 0.5605, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722654000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 329.00587719999993}, {'amount': 586.4, 'safe_price': 0.5371, 'ft_order_side': 'sell', 'order_filled_timestamp': 1722781200000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 315.27039543999996}]",0.0,2024-08-03 03:00:00,0.5578,0.5648,0.5575,0.5606,10446178.0,4.0,4.0,4.0,4.0,4.0,2024-08-02 00:00:00+00:00,0.5965,0.597,0.5464,0.5607,410967898.0,0.5440755000000004,0.6025,0.5308999999999999,0.4437,0.4697,0.5693,1,2024-08-02 20:00:00+00:00,0.5627,0.5729,0.5584,0.5607,44736270.0,0.5364349999999988,1,17265691.1,0.5580499999999999,0.5669,0.5926750000000001,0.6133,0.5606,0.562475,0.5889500000000001,0,0.6037334999999995,0.0101798613669926,0.5370236693165036,0.5663330999999999,0,0,0.6093097227339854,0.6411569458222683,0,0,0,0,40.75100667659557,1.815886793969439,45.5183633827128,0,0,0,0,0,0.0160522137943199,0.0004479885314935,1,0,hammer_rebond,1.0,2024-08-03 03:00:00,hammer_rebond,1
ETH/USDT,343.886352,343.886352,0.1182,2024-08-03 23:00:00,2024-08-04 15:25:00+00:00,2909.36,2836.6862234977343,0.001,0.001,985,-0.026927393404996447,-9.26922305,stop_loss,2763.892,-0.05,2836.6862234977343,-0.024979300087395795,2834.31,2935.46,0,hammer_rebond,1.0,0,1722726000000,1722785100000,"[{'amount': 0.1182, 'safe_price': 2909.36, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722726000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 344.23023835199996}, {'amount': 0.1182, 'safe_price': 2836.6862234977343, 'ft_order_side': 'sell', 'order_filled_timestamp': 1722785100000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 335.6316079290496}]",0.0,2024-08-03 23:00:00,2913.0,2922.41,2900.87,2909.37,8063.5689,,15.0,15.0,15.0,15.0,2024-08-02 00:00:00+00:00,3203.4,3218.6,2967.0,2989.61,385704.0395,3222.003950000004,3181.885,3192.8100000000004,3200.9875,3393.5,2528.33,0,2024-08-03 16:00:00+00:00,2942.4,2955.39,2878.0,2893.53,119955.4009,3252.426499999997,0,13762.778165,2936.655,2939.585,3093.1000000000004,3155.96,2909.37,2938.12,3039.17,0,3215.1975500000026,33.19155300453156,2836.6862234977343,2936.645415,0,0,3105.5531060090634,3209.6091315628623,0,0,0,0,31.05094062875041,1.1408501842162242,48.31142783104874,0,0,0,0,0,0.0102786617838913,0.0092911833361426,0,0,hammer_rebond,1.0,2024-08-03 23:00:00,hammer_rebond,1
BNB/USDT,316.198,316.198,0.628,2024-08-04 19:00:00,2024-08-05 00:40:00+00:00,503.5,482.34853483737817,0.001,0.001,340,-0.04392293643648807,-13.902233,stop_loss,478.325,-0.05,482.34853483737817,-0.042008868247511044,481.5,511.6,0,hammer_rebond,1.0,0,1722798000000,1722818400000,"[{'amount': 0.628, 'safe_price': 503.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722798000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 316.51419799999996}, {'amount': 0.628, 'safe_price': 482.34853483737817, 'ft_order_side': 'sell', 'order_filled_timestamp': 1722818400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 303.21779475775134}]",0.0,2024-08-04 19:00:00,495.2,504.3,492.9,503.6,27404.207,15.0,15.0,15.0,15.0,15.0,2024-08-03 00:00:00+00:00,542.9,545.3,521.3,529.6,245777.525,520.9089999999995,559.65,556.05,529.45,588.3,536.4,1,2024-08-04 12:00:00+00:00,525.7,527.9,500.6,501.9,120884.4,556.0569999999996,0,16676.68935,507.35,509.4,539.575,551.8,503.6,508.375,523.45,0,566.8575000000019,6.3569303252436535,482.34853483737817,508.8906,0,0,536.1638606504873,560.5950094436197,0,0,0,0,30.4895434763858,1.262297522883966,60.344967384362505,0,0,0,0,0,0.027875932469572,0.0239479649157387,0,1,hammer_rebond,1.0,2024-08-04 19:00:00,hammer_rebond,1
BTC/USDT,234.6543342,234.6543342,0.00429,2024-08-05 03:00:00,2024-08-05 06:05:00+00:00,54697.98,51667.44254418911,0.001,0.001,185,-0.057292227421893833,-13.45731335,stop_loss,51963.081,-0.05,51667.44254418911,-0.05540492456596924,51417.61,54713.99,0,hammer_rebond,1.0,0,1722826800000,1722837900000,"[{'amount': 0.00429, 'safe_price': 54697.98, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722826800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 234.8889885342}, {'amount': 0.00429, 'safe_price': 51667.44254418911, 'ft_order_side': 'sell', 'order_filled_timestamp': 1722837900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 221.87498184308583}]",0.0,2024-08-05 03:00:00,54432.65,54720.0,53600.0,54697.98,7647.8959,15.0,,,15.0,15.0,2024-08-04 00:00:00+00:00,60697.99,61117.63,57122.77,58161.0,31616.52003,61473.62209999993,63601.380000000005,63311.23,59550.965,62741.475000000006,59123.99,0,2024-08-04 20:00:00+00:00,59257.67,59583.0,58001.81,58161.0,4625.09519,62646.86160000002,0,3013.3722775,55941.585,56708.9,60796.555,62754.89,54697.98,56325.24249999999,57249.195,0,64686.79904999987,1056.2542316217891,51667.44254418911,56652.1911,0,0,59361.703463243575,62531.83855488656,0,1,0,0,21.40426742415612,1.9310662507496417,54.91827366292147,0,0,1,0,0,0.0401392021358198,0.0269734044897011,0,1,hammer_rebond,1.0,2024-08-05 03:00:00,hammer_rebond,1
XRP/USDT,187.7361,187.7361,393.0,2024-08-05 03:00:00,2024-08-05 06:20:00+00:00,0.4777,0.4446,0.001,0.001,200,-0.07114990933286935,-13.3707639,stop_loss,0.4539,-0.05,0.4446,-0.06936296547366283,0.435,0.4809,0,hammer_rebond,1.0,0,1722826800000,1722838800000,"[{'amount': 393.0, 'safe_price': 0.4777, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722826800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 187.92383609999996}, {'amount': 393.0, 'safe_price': 0.4446, 'ft_order_side': 'sell', 'order_filled_timestamp': 1722838800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 174.90252779999997}]",0.0,2024-08-05 03:00:00,0.4747,0.4789,0.4643,0.4778,67282728.0,4.0,4.0,4.0,4.0,4.0,2024-08-04 00:00:00+00:00,0.5558,0.559,0.5136,0.5228,240108087.0,0.5437475000000004,0.5861,0.5448,0.4437,0.4697,0.5667,0,2024-08-04 20:00:00+00:00,0.5359,0.5402,0.5224,0.5228,33114888.0,0.5407049999999988,0,24817708.4,0.4961,0.5055000000000001,0.556425,0.5703,0.4778,0.5008,0.51485,0,0.5912139999999995,0.0130613772135374,0.4445653113932313,0.5049945,0,0,0.5409727544270748,0.5795651080728937,0,1,0,0,19.19792839249037,2.7336494796018003,50.50317028640336,0,0,1,0,0,0.0609297725024728,0.0431364644224954,0,1,hammer_rebond,1.0,2024-08-05 03:00:00,hammer_rebond,1
LTC/USDT,5.52366,5.52366,0.106,2024-08-05 07:00:00,2024-08-05 07:05:00+00:00,52.11,52.36,0.001,0.001,5,0.0027899561578318055,0.01542618,take_profit_1.5R,49.5045,-0.05,49.5045,-0.05,51.85,52.74,0,hammer_rebond,1.0,0,1722841200000,1722841500000,"[{'amount': 0.106, 'safe_price': 52.11, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722841200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 5.529183659999999}, {'amount': 0.106, 'safe_price': 52.36, 'ft_order_side': 'sell', 'order_filled_timestamp': 1722841500000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 5.555710159999999}]",0.0,2024-08-05 07:00:00,54.79,55.08,49.8,52.11,300712.286,15.0,15.0,15.0,15.0,15.0,2024-08-04 00:00:00+00:00,64.66,65.25,60.31,62.46,313781.198,79.04195000000009,68.545,68.545,67.55,73.245,64.94,0,2024-08-05 00:00:00+00:00,62.47,62.58,54.25,55.28,599500.87,69.45069999999957,0,67448.50455,56.74,57.515,64.1925,66.0,52.11,57.1275,58.09,0,69.00999999999989,1.771486639750235,52.36753668012488,57.457485,0,0,61.63297327950047,67.37800498327049,0,0,0,0,16.379453066515122,3.3995137972562555,52.88654094028921,0,0,0,0,0,0.0939754846561766,0.0816002819880154,0,1,hammer_rebond,1.0,2024-08-05 07:00:00,hammer_rebond,0
XRP/USDT,136.67145,136.67145,291.1,2024-08-05 08:00:00,2024-08-07 20:15:00+00:00,0.4695,0.5514,0.001,0.001,3615,0.17209435931480663,23.54390601,take_profit_1.5R,0.4461,-0.05,0.4266,-0.0913763703263607,0.4319,0.575,0,hammer_rebond,1.0,0,1722844800000,1723061700000,"[{'amount': 291.1, 'safe_price': 0.4695, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722844800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 136.80812145}, {'amount': 291.1, 'safe_price': 0.5514, 'ft_order_side': 'sell', 'order_filled_timestamp': 1723061700000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 160.67305254}]",0.0,2024-08-05 08:00:00,0.456,0.4753,0.4532,0.4694,69719025.0,3.0,4.0,4.0,4.0,4.0,2024-08-04 00:00:00+00:00,0.5558,0.559,0.5136,0.5228,240108087.0,0.5437475000000004,0.5861,0.5448,0.4437,0.4697,0.5667,0,2024-08-05 04:00:00+00:00,0.4735,0.4809,0.435,0.4694,318354634.0,0.5405784999999987,0,41075874.05,0.4821499999999999,0.49615,0.555875,0.56515,0.4694,0.48915,0.50635,0,0.5879949999999995,0.0150624117364527,0.4265987941317736,0.49565385,0,0,0.5364748234729054,0.5789552939655146,0,0,0,0,28.17590216816745,3.2088648778126783,58.8488173478732,0,0,1,0,0,0.0809231079310691,0.0542362335372808,0,1,hammer_rebond,1.0,2024-08-05 08:00:00,hammer_rebond,0
BTC/USDT,148.014502,148.014502,0.00281,2024-08-05 08:00:00,2024-08-08 16:05:00+00:00,52674.2,59501.02,0.001,0.001,4805,0.1273476738615283,18.86815183,take_profit_1.5R,50040.49,-0.05,48236.99230842102,-0.08423872961675694,49542.83,59785.25,0,hammer_rebond,1.0,0,1722844800000,1723133100000,"[{'amount': 0.00281, 'safe_price': 52674.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722844800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 148.162516502}, {'amount': 0.00281, 'safe_price': 59501.02, 'ft_order_side': 'sell', 'order_filled_timestamp': 1723133100000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 167.36506406619998}]",0.0,2024-08-05 08:00:00,51588.0,53088.22,51356.02,52674.19,8503.60672,,15.0,15.0,15.0,15.0,2024-08-04 00:00:00+00:00,60697.99,61117.63,57122.77,58161.0,31616.52003,61473.62209999993,63601.380000000005,63311.23,59550.965,62741.475000000006,59123.99,0,2024-08-05 04:00:00+00:00,53890.87,54576.71,49000.0,52674.19,43384.9307,62559.314050000015,0,5224.137995499999,53881.005000000005,55048.775,60753.9625,62687.005000000005,52674.19,54464.89,55599.11,0,64301.725949999854,1330.0153831579646,48236.99230842102,54993.726225,0,0,58259.14076631593,62094.500524696734,0,0,0,0,24.56219835904585,2.524984974914592,64.34406903785204,0,0,1,0,0,0.062867429838357,0.0425568342684032,0,1,hammer_rebond,1.0,2024-08-05 08:00:00,hammer_rebond,0
XRP/USDT,333.27333,333.27333,575.9,2024-08-09 15:00:00,2024-08-11 20:00:00+00:00,0.5787,0.5584,0.001,0.001,3180,-0.03700653933935427,-12.34562589,stop_loss,0.5498,-0.05,0.5584,-0.035079647905371214,0.5536,0.6022,0,hammer_rebond,1.0,0,1723215600000,1723406400000,"[{'amount': 575.9, 'safe_price': 0.5787, 'ft_order_side': 'buy', 'order_filled_timestamp': 1723215600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 333.6066033299999}, {'amount': 575.9, 'safe_price': 0.5584, 'ft_order_side': 'sell', 'order_filled_timestamp': 1723406400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 321.90414255999997}]",0.0,2024-08-09 15:00:00,0.5752,0.5825,0.5695,0.5786,33608871.0,4.0,4.0,4.0,4.0,4.0,2024-08-08 00:00:00+00:00,0.6003,0.6424,0.5785,0.6166,730482227.0,0.5438265000000004,0.54525,0.54525,0.4742,0.4742,0.5572,1,2024-08-09 08:00:00+00:00,0.6031,0.605,0.5826,0.5867,106404068.0,0.5532269999999987,1,25006219.6,0.5869,0.604,0.588325,0.5678,0.5786,0.59545,0.5678,1,0.5514819999999991,0.0121387844856766,0.5583994077571617,0.6033959999999999,0,0,0.6197275689713533,0.6558126856921049,0,0,0,0,37.29016717636661,2.097957913182962,26.932796857506982,1,0,1,0,0,0.0476821192052979,0.0199352530243651,0,1,hammer_rebond,1.0,2024-08-09 15:00:00,hammer_rebond,1
XRP/USDT,327.14704,327.14704,591.8,2024-08-12 00:00:00,2024-08-12 08:10:00+00:00,0.5528,0.5746,0.001,0.001,490,0.03735880617212021,12.23404468,take_profit_1.5R,0.5252,-0.05,0.5406,-0.022074503059005157,0.5501,0.5769,0,hammer_rebond,1.0,0,1723420800000,1723450200000,"[{'amount': 591.8, 'safe_price': 0.5528, 'ft_order_side': 'buy', 'order_filled_timestamp': 1723420800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 327.4741870399999}, {'amount': 591.8, 'safe_price': 0.5746, 'ft_order_side': 'sell', 'order_filled_timestamp': 1723450200000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 340.38832827999994}]",0.0,2024-08-12 00:00:00,0.552,0.5538,0.5481,0.5528,9381858.0,3.0,4.0,4.0,4.0,4.0,2024-08-11 00:00:00+00:00,0.5841,0.5935,0.5452,0.5528,251097812.0,0.5445940000000005,0.53765,0.54525,0.493625,0.4884,0.5211,1,2024-08-11 20:00:00+00:00,0.5593,0.5596,0.5452,0.5528,75739032.0,0.5645439999999984,0,11307375.5,0.55815,0.56935,0.59145,0.604,0.5528,0.56375,0.5737,0,0.552669999999999,0.0070247705820361,0.5405972147089819,0.56878065,0,0,0.5877495411640722,0.6093333800571176,0,0,0,0,25.769472681521933,1.2707616827127557,42.72720858227493,1,0,0,0,0,0.0304733467989812,0.0110185434023111,0,0,hammer_rebond,1.0,2024-08-12 00:00:00,hammer_rebond,0
ETH/USDT,112.761663,112.761663,0.0483,2024-08-05 03:00:00,2024-08-12 23:20:00+00:00,2334.61,2748.98,0.001,0.001,11300,0.17513740299471123,19.7685336,take_profit_1.5R,2217.8795,-0.05,2065.4713941229516,-0.11528204105912698,2160.0,2750.0,0,hammer_rebond,1.0,0,1722826800000,1723504800000,"[{'amount': 0.0483, 'safe_price': 2334.61, 'ft_order_side': 'buy', 'order_filled_timestamp': 1722826800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 112.874424663}, {'amount': 0.0483, 'safe_price': 2748.98, 'ft_order_side': 'sell', 'order_filled_timestamp': 1723504800000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 132.90850973399998}]",0.0,2024-08-05 03:00:00,2319.24,2338.66,2215.0,2334.61,231946.0554,15.0,15.0,,15.0,15.0,2024-08-04 00:00:00+00:00,2903.65,2935.46,2630.0,2688.92,512064.2612,3224.378800000004,3013.385,3096.41,3199.6825,3393.5,2526.0,0,2024-08-04 20:00:00+00:00,2757.55,2772.74,2681.04,2688.92,71822.8347,3231.163349999997,0,64515.926725000005,2441.87,2523.23,2922.8525,3039.17,2334.61,2482.55,2564.51,0,3149.924750000004,82.61321175409648,2065.471394122952,2520.70677,0,0,2729.736423508193,2961.7888325220583,0,1,0,0,12.225845482049678,3.538630081859346,66.91367754334973,0,0,1,0,0,0.0808447902093745,0.0502197086658995,0,1,hammer_rebond,1.0,2024-08-05 03:00:00,hammer_rebond,0
XRP/USDT,343.03258,343.03258,616.3,2024-08-15 20:00:00,2024-08-17 17:05:00+00:00,0.5566,0.5705,0.001,0.001,2705,0.022925152461623896,7.87193827,take_profit_1.5R,0.5288,-0.05,0.5483,-0.015021021589863182,0.5504,0.5723,0,hammer_rebond,1.0,0,1723752000000,1723914300000,"[{'amount': 616.3, 'safe_price': 0.5566, 'ft_order_side': 'buy', 'order_filled_timestamp': 1723752000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 343.3756125799999}, {'amount': 616.3, 'safe_price': 0.5705, 'ft_order_side': 'sell', 'order_filled_timestamp': 1723914300000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 351.9507491499999}]",0.0,2024-08-15 20:00:00,0.5616,0.5616,0.5533,0.5565,15900678.0,4.0,4.0,4.0,4.0,4.0,2024-08-14 00:00:00+00:00,0.577,0.5828,0.5641,0.5687,253532158.0,0.5452825000000004,0.56555,0.54525,0.52355,0.51005,0.5395,1,2024-08-15 16:00:00+00:00,0.5714,0.5727,0.5521,0.5565,62576646.0,0.5778634999999984,0,11325008.0,0.5626500000000001,0.56315,0.5736,0.56925,0.5565,0.5629000000000001,0.56775,0,0.5791454999999992,0.0055130012338357,0.5482392993830821,0.5625868500000001,0,0,0.5787760024676715,0.5942430835668079,0,0,0,0,30.004726292651227,0.9906561067090288,28.57605212369828,0,0,1,0,0,0.0118085767557489,0.0109304185550521,0,1,hammer_rebond,1.0,2024-08-15 20:00:00,hammer_rebond,0
BTC/USDT,346.3626903,346.3626903,0.00583,2024-08-21 15:00:00,2024-08-21 19:10:00+00:00,59410.41,61053.05,0.001,0.001,250,0.025595781689174063,8.87428923,take_profit_1.5R,56439.8895,-0.05,58492.96840886111,-0.015442438305658723,59300.99,61142.05,0,hammer_rebond,1.0,0,1724252400000,1724267400000,"[{'amount': 0.00583, 'safe_price': 59410.41, 'ft_order_side': 'buy', 'order_filled_timestamp': 1724252400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 346.7090529903}, {'amount': 0.00583, 'safe_price': 61053.05, 'ft_order_side': 'sell', 'order_filled_timestamp': 1724267400000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 356.2952207815}]",0.0,2024-08-21 15:00:00,59928.01,60201.98,59193.66,59410.41,3616.50419,15.0,15.0,15.0,15.0,15.0,2024-08-20 00:00:00+00:00,59438.5,61400.0,58548.23,59013.8,31477.44548,62833.03764999995,58939.27,59539.995,63418.3775,62741.475000000006,59132.0,0,2024-08-21 08:00:00+00:00,59711.99,59924.13,59085.88,59361.14,2931.20089,62242.370800000055,0,863.6881685000001,59525.990000000005,59752.11,60296.52,59593.65,59410.41,59639.05,59692.09,0,59311.010049999895,478.6631822777896,58492.96840886111,59692.35789,0,0,60649.416364555575,61803.15675072656,0,0,0,0,48.09795516676068,0.8056890741501189,16.346783413675436,1,0,1,0,0,0.005718626505407,0.0019416728726393,1,1,hammer_rebond,1.0,2024-08-21 15:00:00,hammer_rebond,0
ETH/USDT,346.843848,346.843848,0.1339,2024-08-21 15:00:00,2024-08-23 17:50:00+00:00,2590.32,2725.0,0.001,0.001,3050,0.04989169081060369,17.32193065,take_profit_1.5R,2460.804,-0.05,2520.2851418989035,-0.027037145256607942,2584.2,2731.35,0,hammer_rebond,1.0,0,1724252400000,1724435400000,"[{'amount': 0.1339, 'safe_price': 2590.32, 'ft_order_side': 'buy', 'order_filled_timestamp': 1724252400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 347.1906918479999}, {'amount': 0.1339, 'safe_price': 2725.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1724435400000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 365.2423775}]",0.0,2024-08-21 15:00:00,2594.19,2618.0,2577.64,2590.32,36530.5985,15.0,,15.0,15.0,15.0,2024-08-20 00:00:00+00:00,2636.36,2695.0,2555.0,2572.82,281315.8751,3244.893850000003,2645.025,2753.885,3255.7925,3348.735,2316.1,0,2024-08-21 08:00:00+00:00,2600.73,2607.87,2567.35,2577.6,25994.1915,2934.7063,0,9166.813735000002,2577.11,2593.635,2648.245,2629.29,2590.32,2585.3725,2615.61,0,2629.586000000004,21.72483620219284,2520.2851418989035,2591.041365,0,0,2659.0596724043853,2717.0668103194994,0,0,0,0,46.99637993131638,0.8386931422446972,28.747355527784567,0,0,0,0,0,0.0012781289580068,0.005125896837931,1,1,hammer_rebond,1.0,2024-08-21 15:00:00,hammer_rebond,0
ETH/USDT,359.81235,359.81235,0.1395,2024-08-27 16:00:00,2024-08-27 21:35:00+00:00,2579.3,2538.5206938557817,0.001,0.001,335,-0.017776635340790655,-6.40264919,stop_loss,2450.335,-0.05,2538.5206938557817,-0.015810222209211244,2524.0,2591.93,0,hammer_rebond,1.0,0,1724774400000,1724794500000,"[{'amount': 0.1395, 'safe_price': 2579.3, 'ft_order_side': 'buy', 'order_filled_timestamp': 1724774400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 360.17216235}, {'amount': 0.1395, 'safe_price': 2538.5206938557817, 'ft_order_side': 'sell', 'order_filled_timestamp': 1724794500000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 354.47776042967445}]",0.0,2024-08-27 16:00:00,2586.4,2595.8,2574.28,2579.3,20834.4464,15.0,15.0,13.0,15.0,15.0,2024-08-26 00:00:00+00:00,2746.12,2762.0,2666.66,2680.49,211708.1247,3255.4203000000025,2678.11,2676.785,3253.5375000000004,3261.835,2612.4,0,2024-08-27 12:00:00+00:00,2626.66,2628.91,2555.0,2579.3,99931.8544,2794.1342000000004,0,11494.708020000002,2623.785,2643.54,2740.9350000000004,2765.005,2579.3,2633.6625,2673.6400000000003,0,2674.7385000000013,22.738612288436368,2538.5206938557817,2640.89646,0,0,2719.117224576873,2787.801758476196,0,0,0,0,16.331854199136558,0.8815807501429213,60.79722098685146,0,0,0,0,0,0.0243007482391035,0.0169545141846605,0,1,hammer_rebond,1.0,2024-08-27 16:00:00,hammer_rebond,1
BTC/USDT,356.49,356.49,0.006,2024-08-28 00:00:00,2024-09-01 14:10:00+00:00,59415.0,57609.335897493795,0.001,0.001,6610,-0.032327992437308266,-11.53613063,stop_loss,56444.25,-0.05,57609.335897493795,-0.030390711142071924,57201.0,61166.99,0,hammer_rebond,1.0,0,1724803200000,1725199800000,"[{'amount': 0.006, 'safe_price': 59415.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1724803200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 356.84648999999996}, {'amount': 0.006, 'safe_price': 57609.335897493795, 'ft_order_side': 'sell', 'order_filled_timestamp': 1725199800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 346.0016714003477}]",0.0,2024-08-28 00:00:00,59506.94,59780.0,59150.0,59415.0,1900.78148,15.0,,,,15.0,2024-08-27 00:00:00+00:00,62834.0,63212.0,58034.01,59415.0,35135.94178,63473.15004999995,61393.65,57298.07,64180.535,61782.96000000001,63578.76,0,2024-08-27 20:00:00+00:00,62102.0,62102.01,58034.01,59415.0,12962.89796,61495.07725000007,0,1578.3710225,60115.380000000005,60657.005000000005,63638.695,63919.0,59415.0,60386.192500000005,61517.005000000005,0,61931.043199999935,617.2121650124234,57609.3358974938,60596.347995,0,0,62751.42933002485,64598.14742698998,0,0,0,0,16.307234245829775,1.038815391757003,56.92985804115312,0,0,0,0,0,0.0204758708412986,0.0116505959040765,0,1,hammer_rebond,1.0,2024-08-28 00:00:00,hammer_rebond,1
ETH/USDT,356.558583,356.558583,0.1451,2024-08-28 00:00:00,2024-09-04 01:00:00+00:00,2457.33,2370.6594831069956,0.001,0.001,10140,-0.03719773058973064,-13.27643328,stop_loss,2334.4635,-0.05,2370.6594831069956,-0.03527019850529001,2306.65,2595.4,0,hammer_rebond,1.0,0,1724803200000,1725411600000,"[{'amount': 0.1451, 'safe_price': 2457.33, 'ft_order_side': 'buy', 'order_filled_timestamp': 1724803200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 356.915141583}, {'amount': 0.1451, 'safe_price': 2370.6594831069956, 'ft_order_side': 'sell', 'order_filled_timestamp': 1725411600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 344.3266736898239}]",0.0,2024-08-28 00:00:00,2460.38,2469.48,2451.5,2457.33,20927.6522,15.0,15.0,1.0,15.0,15.0,2024-08-27 00:00:00+00:00,2680.49,2699.98,2392.96,2457.33,412660.7197,3255.274150000002,2606.48,2664.8,3238.365,3241.5,2581.0,0,2024-08-27 20:00:00+00:00,2584.01,2588.34,2392.96,2457.33,164551.3643,2787.76695,0,19421.929580000004,2494.38,2546.4700000000003,2715.775,2737.135,2457.33,2520.425,2592.62,0,2672.877400000001,35.02919378600925,2370.659483106996,2543.92353,0,0,2662.6783875720184,2774.3233511554345,0,0,0,0,12.068791642013496,1.425498153931676,71.79039137030283,0,0,1,0,0,0.0350053210915503,0.0148533904216679,0,1,hammer_rebond,1.0,2024-08-28 00:00:00,hammer_rebond,1
