,date,open,high,low,close,volume,open_count,high_count,low_count,close_count,max_count,date_1d,open_1d,high_1d,low_1d,close_1d,volume_1d,sma200_1d,ichimoku-tenkan_1d,ichimoku-kinjun_1d,ichimoku-spanA_1d,ichimoku-spanB_1d,ichimoku-chiku_1d,close_sup_sma200_1d,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,sma200_4h,close_sup_sma200_4h,volume_sma,ichimoku-tenkan,ichimoku-kinjun,ichimoku-spanA,ichimoku-spanB,ichimoku-chiku,ichimoku-spanA-futur,ichimoku-spanB-futur,ichimoku-futur,sma200,atr,stoploss_prices,kinjun_threshold,engulfing,last_candle_under_cloud,custom_sell_signal,custom_exit_signal,adx_range,is_hammer,is_bullish_engulfing,is_strong_bullish_candle,rsi,atr_strength,adx,close_sup_sma200,ichimoku-chiku-free,kinjun_flat,ichimoku-tenkan_sup_kinjun,tenkan_kinjun_increasing,kinjun_proximity,tenkan_proximity,proximity,volume_sup_avg,ml_signal_strength_hammer,ml_signal_strength_engulfing,enter_tag,enter_long,pair,timestamp,entry_type
8611,2022-12-25 19:00:00+00:00,66.22,67.55,66.0,67.33,65032.199,2.0,2.0,,2.0,2.0,2022-12-24 00:00:00+00:00,65.75,66.05,65.06,65.76,218820.376,58.82644999999994,67.3,73.02,68.54249999999999,65.63,84.21,True,2022-12-25 16:00:00+00:00,65.96,67.55,65.69,67.33,107828.254,73.48144999999995,False,13866.398850000001,66.425,66.425,65.5425,65.47999999999999,67.33,66.425,66.305,True,65.04110000000004,0.3955551669492934,64.97162241652535,66.358575,True,14,67.21611033389858,67.42875859126542,True,False,True,False,77.87688010412505,0.5874872522639142,12.828165095994253,True,True,False,True,True,0.0030861874294316645,0.0030861874294316645,False,True,0.05767861871391586,0.07388925289539282,engulfing_rebond,1.0,LTC/USDT,2022-12-25 20:00:00+00:00,engulfing_rebond
8613,2022-12-25 21:00:00+00:00,67.08,68.5,66.99,67.93,45621.815,2.0,1.0,2.0,2.0,2.0,2022-12-24 00:00:00+00:00,65.75,66.05,65.06,65.76,218820.376,58.82644999999994,67.3,73.02,68.54249999999999,65.63,84.21,True,2022-12-25 16:00:00+00:00,65.96,67.55,65.69,67.33,107828.254,73.48144999999995,False,16590.953849999998,66.9,66.9,65.6525,65.47999999999999,67.93,66.9,66.78,True,65.07980000000003,0.48341236333893167,65.31691381833052,66.8331,True,16,67.86682472667786,68.44722041797885,True,False,True,False,78.09600737719377,0.7116330978049928,17.97933353334007,True,True,False,True,True,0.0026905829596411447,0.0026905829596411447,True,True,0.08157752031394573,0.10173916985486163,engulfing_rebond,1.0,LTC/USDT,2022-12-25 22:00:00+00:00,engulfing_rebond
8893,2023-01-06 13:00:00+00:00,73.69,75.0,73.39,74.54,74674.33,2.0,,2.0,2.0,2.0,2023-01-05 00:00:00+00:00,75.46,76.27,73.53,74.25,562086.168,60.01664999999993,71.78,70.44,75.245,66.3,94.09,True,2023-01-06 08:00:00+00:00,73.3,73.96,72.58,73.72,97851.844,71.60279999999995,True,30058.0554,73.71000000000001,73.965,75.44,75.805,74.54,73.8375,74.545,False,71.94000000000004,0.7508417938190918,72.05941910309045,73.891035,True,0,76.04668358763819,77.96876350517972,False,False,True,False,53.849145663974106,1.0073005015013303,24.868992481311967,True,False,True,False,False,0.0037179747177719957,0.0002713336046670768,True,True,0.39935877371559986,0.11807529446311732,engulfing_rebond,1.0,LTC/USDT,2023-01-06 14:00:00+00:00,engulfing_rebond
9829,2023-02-14 13:00:00+00:00,91.63,92.85,90.6,92.29,79916.984,2.0,2.0,1.0,2.0,2.0,2023-02-13 00:00:00+00:00,92.5,95.0,88.16,91.05,740201.598,66.95679999999992,95.285,92.1,81.73750000000001,76.135,69.21,True,2023-02-14 08:00:00+00:00,91.48,92.1,90.84,91.76,65094.037,91.58264999999975,True,16218.61825,91.695,90.505,91.925,92.245,92.29,91.1,91.58,False,95.03754999999981,0.8742477324623324,89.98167613376883,90.414495,True,1,93.32849546492466,95.42210317479717,True,False,True,False,59.42599613437618,0.9472832727948124,17.51768922335887,False,False,False,True,True,0.012430252472239103,0.0007088718032607856,True,True,0.05021253500022663,0.10359891483974447,engulfing_rebond,1.0,LTC/USDT,2023-02-14 14:00:00+00:00,engulfing_rebond
11016,2023-04-05 00:00:00+00:00,92.57,93.84,91.83,93.75,50551.127,2.0,2.0,2.0,2.0,2.0,2023-04-04 00:00:00+00:00,92.97,94.12,91.57,92.58,505371.32,74.59429999999993,90.73,80.49000000000001,88.52,90.35499999999999,88.22,True,2023-04-04 20:00:00+00:00,92.83,93.31,92.0,92.58,58189.358,85.74114999999965,True,22729.7069,92.83500000000001,92.845,92.70500000000001,92.70500000000001,93.75,92.84,92.70500000000001,True,90.94380000000015,0.8774381976887157,91.20762090115564,92.752155,True,1,94.59487639537744,96.71409029524693,True,False,True,False,59.00385398376022,0.93593407753463,7.227357960597165,True,True,True,False,False,0.0029619257902957154,0.002854526848710236,True,True,0.34171812534795437,0.08427525707196602,engulfing_rebond,1.0,LTC/USDT,2023-04-05 01:00:00+00:00,engulfing_rebond
11150,2023-04-10 14:00:00+00:00,90.25,92.93,90.17,92.85,70865.2,2.0,2.0,2.0,2.0,2.0,2023-04-09 00:00:00+00:00,89.91,91.03,89.13,90.58,253822.749,75.53399999999993,92.465,85.49000000000001,80.6425,85.35499999999999,88.61,True,2023-04-10 08:00:00+00:00,90.49,90.75,90.3,90.47,30868.337,86.05799999999961,True,13340.9815,91.545,91.03,90.205,90.34,92.85,91.2875,91.03,True,91.55105000000017,0.563762481627181,89.69779875918641,90.93897,True,1,92.41502496325435,92.2616056703002,True,False,True,False,74.75964599609331,0.607175532177901,17.286787896155815,True,True,False,True,True,0.008568603757003199,0.014146048391501466,False,True,0.12327359127782779,0.08217875201756168,engulfing_rebond,1.0,LTC/USDT,2023-04-10 15:00:00+00:00,engulfing_rebond
11196,2023-04-12 12:00:00+00:00,91.42,93.18,90.98,92.28,89203.627,2.0,2.0,2.0,2.0,2.0,2023-04-11 00:00:00+00:00,93.78,97.0,93.15,94.22,759225.859,75.93004999999994,93.015,86.85499999999999,79.935,85.35499999999999,83.42,True,2023-04-12 08:00:00+00:00,92.07,92.19,91.1,91.42,77595.001,86.73834999999961,True,27697.273800000003,92.07,93.30000000000001,94.39500000000001,93.065,92.28,92.685,93.58,False,91.84780000000013,0.8340072896218924,90.38103635518905,93.20670000000001,True,0,95.24801457924379,97.22465463642557,False,False,True,False,44.65009456063746,0.9037790307996233,27.1956937585508,True,False,False,False,False,0.02015005359056816,0.007059845769523097,False,True,0.058138813225991154,0.10266022470290227,engulfing_rebond,1.0,LTC/USDT,2023-04-12 13:00:00+00:00,engulfing_rebond
11489,2023-04-24 17:00:00+00:00,86.5,87.77,85.86,87.52,33768.53,1.0,2.0,2.0,2.0,2.0,2023-04-23 00:00:00+00:00,87.0,87.09,84.11,86.75,395182.074,78.32104999999993,93.775,93.775,83.4175,85.35499999999999,91.8,True,2023-04-24 12:00:00+00:00,88.12,89.03,86.72,86.97,138372.79,92.02704999999963,False,30058.863550000002,87.445,86.57,86.26,87.18,87.52,87.0075,86.57,True,92.61640000000013,1.0472428543215795,85.16465857283922,86.48343,True,1,89.10198570864316,91.94938460019313,True,False,True,False,52.70135249238099,1.1965754734021705,16.983459809211553,False,False,True,True,False,0.0008085942012243639,0.010806792841214401,True,True,0.037978303663853,0.11305009302957825,engulfing_rebond,1.0,LTC/USDT,2023-04-24 18:00:00+00:00,engulfing_rebond
11808,2023-05-08 00:00:00+00:00,83.41,85.25,82.85,84.17,61218.649,2.0,2.0,2.0,2.0,2.0,2023-05-07 00:00:00+00:00,83.27,84.69,82.93,83.42,405461.481,80.84524999999991,86.1,92.0,89.935,83.25,95.45,True,2023-05-07 20:00:00+00:00,84.2,84.69,82.93,83.42,91843.921,90.88109999999965,False,18863.012700000003,84.05,84.05,83.7125,85.125,84.17,84.05,84.96000000000001,False,87.36060000000006,0.7557723434801751,82.3064138282599,83.96594999999999,True,0,86.47154468696036,88.10646646489326,True,False,True,False,51.40604316965486,0.8979117779258348,16.902808438974606,False,False,False,True,True,0.007614515169541946,0.007614515169541946,False,True,0.06873422655915215,0.08301443701057365,engulfing_rebond,1.0,LTC/USDT,2023-05-08 01:00:00+00:00,engulfing_rebond
11923,2023-05-12 19:00:00+00:00,78.79,79.47,77.07,79.33,86161.352,2.0,2.0,2.0,2.0,2.0,2023-05-11 00:00:00+00:00,80.93,81.97,78.37,80.88,787875.496,81.39704999999991,82.53,89.32,91.07,82.13499999999999,90.92,False,2023-05-12 16:00:00+00:00,78.43,79.47,77.07,79.33,152406.059,89.1951499999997,False,34209.32435,78.31,79.275,79.8575,79.58000000000001,79.33,78.7925,79.52,False,82.43280000000004,0.9715662411001399,76.43007687944993,79.19572500000001,True,0,81.46313248220028,83.85343360592383,False,True,True,False,50.705305325405284,1.2247147877223494,23.65889403756317,False,False,False,False,False,0.006117943866288229,0.006129485378623471,False,True,0.05721308068036915,0.12931904408538497,engulfing_rebond,1.0,LTC/USDT,2023-05-12 20:00:00+00:00,engulfing_rebond
16040,2023-10-31 08:00:00+00:00,68.55,69.58,67.83,69.55,47412.333,2.0,2.0,2.0,2.0,2.0,2023-10-30 00:00:00+00:00,68.79,69.79,67.62,69.21,391259.073,79.88070000000002,68.005,66.295,64.5975,69.565,71.87,False,2023-10-31 04:00:00+00:00,68.77,69.49,68.3,68.55,62206.415,64.97024999999982,True,17299.373549999997,68.845,68.845,68.4525,68.235,69.55,68.845,68.555,True,68.3891499999998,0.6417725796990362,67.37345371015049,68.776155,True,45,70.12854515939807,71.6926215829948,False,False,True,False,57.851541347365064,0.9227499348656165,21.610124571090694,True,True,False,True,False,0.004284988016558962,0.004284988016558962,False,True,0.06040524945403713,0.10706344340226354,engulfing_rebond,1.0,LTC/USDT,2023-10-31 09:00:00+00:00,engulfing_rebond
16217,2023-11-07 17:00:00+00:00,71.7,72.66,71.06,72.66,32620.583,1.0,2.0,2.0,2.0,2.0,2023-11-06 00:00:00+00:00,71.6,74.95,70.79,74.46,517587.681,78.97925000000002,70.73,67.325,64.485,64.185,72.2,False,2023-11-07 12:00:00+00:00,72.76,73.06,71.42,71.91,107797.746,65.98574999999984,True,24688.466949999995,72.735,73.005,72.44749999999999,71.47,72.66,72.87,72.575,True,70.13619999999976,0.8709475149982097,70.48240624250089,72.931995,True,1,74.61189502999642,77.16433277306729,False,False,True,False,47.977057696617,1.198661595098004,21.300434689656317,True,False,False,False,False,0.017875487980275225,0.014229738090327855,False,True,0.0459910567085017,0.11654599254564131,engulfing_rebond,1.0,LTC/USDT,2023-11-07 18:00:00+00:00,engulfing_rebond
16358,2023-11-13 14:00:00+00:00,73.03,73.75,71.53,73.3,78297.241,2.0,2.0,2.0,1.0,2.0,2023-11-12 00:00:00+00:00,75.26,76.79,72.12,74.88,759337.894,78.56520000000002,72.32,68.245,63.96,64.185,78.5,False,2023-11-13 08:00:00+00:00,73.96,74.31,72.64,73.34,77012.921,67.59369999999984,True,24998.122649999998,72.92,73.78999999999999,74.95500000000001,73.73,73.3,73.35499999999999,74.16,False,73.3823499999998,0.9194414872219122,70.92721925638904,73.71620999999999,True,0,75.99888297444382,78.55199262350261,False,False,True,False,40.82670855593848,1.2543540071240276,21.99631563979175,False,False,False,False,False,0.010299498577042838,0.001508502468458577,True,True,0.0381668664036447,0.10559457857678524,engulfing_rebond,1.0,LTC/USDT,2023-11-13 15:00:00+00:00,engulfing_rebond
16410,2023-11-15 18:00:00+00:00,72.05,73.44,71.92,73.34,70338.955,2.0,2.0,2.0,2.0,2.0,2023-11-14 00:00:00+00:00,71.1,72.56,68.09,70.61,612778.52,78.37695000000004,72.32,69.18,63.645,64.185,77.18,False,2023-11-15 12:00:00+00:00,72.18,72.37,71.73,72.19,94328.434,68.25309999999985,True,21387.195499999998,72.41,70.765,71.6875,73.025,73.34,71.5875,70.98,True,73.16534999999985,0.6662878320405551,71.24341608397972,70.694235,True,1,72.92007566408111,74.05558832637223,True,False,True,False,67.5905493727112,0.9084917262620057,17.83260271468696,True,False,False,True,True,0.01815869426976608,0.004971688993232971,False,True,0.07873130471709944,0.1143673740880164,engulfing_rebond,1.0,LTC/USDT,2023-11-15 19:00:00+00:00,engulfing_rebond
18507,2024-02-11 03:00:00+00:00,70.92,72.97,70.86,72.68,128047.215,2.0,2.0,2.0,2.0,2.0,2024-02-10 00:00:00+00:00,70.64,71.3,69.93,70.8,369470.127,70.03980000000007,69.205,67.975,68.425,68.62,88.0,True,2024-02-11 00:00:00+00:00,70.79,72.97,70.6,72.68,168924.617,68.81679999999982,True,21193.98155,71.735,71.45,70.8825,70.15,72.68,71.5925,71.45,True,68.8144499999998,0.468179406880381,70.1249102965598,71.37855,True,10,72.52885881376076,72.42442757550975,False,False,True,False,79.92314017562772,0.6441653919653013,23.423595870573433,True,True,False,True,True,0.007417774667599735,0.0113612601937687,False,True,0.14803284618228532,0.1088454978821496,engulfing_rebond,1.0,LTC/USDT,2024-02-11 04:00:00+00:00,engulfing_rebond
19167,2024-03-09 15:00:00+00:00,88.12,90.0,88.1,89.47,89322.318,2.0,,1.0,2.0,2.0,2024-03-08 00:00:00+00:00,88.0,89.48,83.78,88.32,1299568.77,69.27400000000003,83.34,81.0,68.9625,67.755,98.33,True,2024-03-09 12:00:00+00:00,87.94,90.0,87.72,89.47,186853.215,75.12199999999986,True,36249.35655,88.38499999999999,87.045,87.48,85.87,89.47,87.715,87.045,True,87.86359999999993,1.0026472832284345,86.09513635838577,86.957955,True,5,89.72029456645687,92.13310075584542,True,False,True,False,61.03473194239173,1.1206519316289645,12.712391512507638,True,True,True,True,True,0.01234993394221383,0.002998246308762645,True,True,0.37654725001892836,0.1168997777414618,engulfing_rebond,1.0,LTC/USDT,2024-03-09 16:00:00+00:00,engulfing_rebond
20139,2024-04-19 03:00:00+00:00,77.99,79.45,77.81,78.92,51015.54,2.0,2.0,2.0,2.0,2.0,2024-04-18 00:00:00+00:00,80.19,82.53,78.64,80.75,868441.994,74.96465000000008,85.22999999999999,91.65,87.08250000000001,85.7,78.79,True,2024-04-19 00:00:00+00:00,80.76,80.76,75.77,78.92,231135.386,91.78989999999975,False,39857.35215,78.58500000000001,79.15,78.7675,78.065,78.92,78.8675,79.15,False,83.92239999999987,1.1757401899939326,75.03058990500303,79.07085000000001,True,1,81.50148037998787,84.85013948458271,True,False,True,False,41.82214233944384,1.4897873669461892,16.84676937783783,False,False,True,False,False,0.014655716993051304,0.007571419482089623,False,True,0.025948944021906173,0.11472315809528916,engulfing_rebond,1.0,LTC/USDT,2024-04-19 04:00:00+00:00,engulfing_rebond
20743,2024-05-14 07:00:00+00:00,79.94,81.67,79.89,80.95,62462.686,2.0,2.0,2.0,2.0,2.0,2024-05-13 00:00:00+00:00,81.42,82.61,78.95,80.62,448137.788,77.2352000000001,81.575,81.595,89.315,90.94999999999999,79.97,True,2024-05-14 04:00:00+00:00,80.1,81.67,79.09,80.95,137602.762,82.75814999999974,False,17883.6903,80.38,80.85,80.5175,80.62,80.95,80.615,80.78,False,81.4150999999999,0.6312768631924206,78.61618156840379,80.76915,True,1,82.04255372638484,83.49456772488226,False,False,True,False,51.80669664505617,0.7798355320474621,23.002994902926407,False,False,True,False,False,0.011255411255411215,0.005473998507091288,False,True,0.05671277545123521,0.0880659503922584,engulfing_rebond,1.0,LTC/USDT,2024-05-14 08:00:00+00:00,engulfing_rebond
20963,2024-05-23 11:00:00+00:00,85.67,87.48,85.64,87.35,46855.656,2.0,2.0,2.0,2.0,2.0,2024-05-22 00:00:00+00:00,88.26,88.48,84.88,85.78,537922.52,77.91450000000012,83.93,82.115,86.915,91.65,76.59,True,2024-05-23 08:00:00+00:00,86.5,87.48,85.25,87.35,102510.853,82.91734999999971,True,21002.8203,86.36500000000001,86.265,87.365,86.16,87.35,86.315,87.14,False,84.25834999999992,0.7420506825788119,84.70847465871059,86.178735,True,0,88.62410136515763,90.42796521388591,False,False,True,False,58.719059580490374,0.8495142330610326,23.28870644356969,True,True,True,True,True,0.006897351185301094,0.008047241359347042,False,True,0.4353957145154999,0.10570646772678666,engulfing_rebond,1.0,LTC/USDT,2024-05-23 12:00:00+00:00,engulfing_rebond
22399,2024-07-22 07:00:00+00:00,73.02,74.57,72.65,74.23,38370.821,2.0,2.0,2.0,2.0,2.0,2024-07-21 00:00:00+00:00,73.04,74.13,71.21,73.98,264424.146,78.97465000000007,71.69,66.88,75.02000000000001,78.565,66.49,False,2024-07-22 04:00:00+00:00,73.78,74.57,72.56,74.23,68513.915,70.87524999999961,True,14156.081950000002,73.58500000000001,72.91,73.165,71.9,74.23,73.2475,72.91,True,72.06835,0.6735741724051317,72.07809291379743,72.83709,True,1,74.59464834481027,76.13597631295072,True,False,True,False,58.10259217695658,0.9074150241211528,14.172693189838137,True,True,True,True,False,0.0015087093677136117,0.007678195284365181,True,True,0.3667911637357848,0.08879463031659988,engulfing_rebond,1.0,LTC/USDT,2024-07-22 08:00:00+00:00,engulfing_rebond
22562,2024-07-29 02:00:00+00:00,71.5,73.08,71.49,73.02,23075.045,1.0,2.0,2.0,2.0,2.0,2024-07-28 00:00:00+00:00,71.3,71.77,70.34,71.07,149307.521,79.12875000000008,70.95,66.535,74.1825,78.565,66.1,False,2024-07-28 20:00:00+00:00,71.55,71.57,70.9,71.07,19616.106,70.49189999999957,True,7648.07445,71.99000000000001,71.71000000000001,71.32,70.545,73.02,71.85000000000001,71.675,True,71.71344999999991,0.5308644738131102,70.49276776309345,71.63829000000001,True,3,72.91172894762623,73.56696255130136,True,False,True,False,68.79955721689988,0.7270124264764588,18.776901558428992,True,True,False,True,True,0.002928461860270645,0.006806500902903307,True,True,0.09200451669897537,0.09347995011283373,engulfing_rebond,1.0,LTC/USDT,2024-07-29 03:00:00+00:00,engulfing_rebond
